1111111000000000000000000000000000000000  0:-1.1041 1:-1.0420 2:-0.7161 3:-0.8910 4:-0.7295 5:-0.7702 6:-0.6718 7:0.6582 8:-1.1499 9:-0.7105 10:-0.7263 11:-0.7019 12:-0.9280 13:-0.8879 14:-1.2504 15:-0.9216 16:-0.7610 17:-0.7463 18:-1.2316 19:-0.7495 20:-1.0040 21:-0.7295 22:-0.7130 23:-0.6900 24:-0.8710 25:-1.3032 26:-1.1573 27:-0.9188 28:-0.7039 29:-0.7271 30:-0.8090 31:-0.9038 32:-0.6925 33:-1.0204 34:-1.1131 35:-0.7787 36:-0.7255 37:-0.6914 38:-0.9122 39:-0.7278
1111111100000000000000000000000000000000  0:-0.7341 1:-1.5366 2:-0.7115 3:-0.7444 4:-1.4005 5:-0.7044 6:-0.7754 7:-0.6791 8:0.6535 9:-0.7196 10:-1.2983 11:-1.0372 12:-0.7041 13:-0.7390 14:-0.9110 15:-0.8010 16:-0.7081 17:-0.9459 18:-0.7696 19:-0.8555 20:-0.6993 21:-1.0248 22:-0.7305 23:-0.7184 24:-1.1300 25:-0.8098 26:-0.7766 27:-0.6844 28:-0.7008 29:-0.7755 30:-0.7377 31:-1.1677 32:-1.0386 33:-0.7006 34:-0.7345 35:-0.6933 36:-0.7819 37:-0.7087 38:-1.0443 39:-0.7994
1111111110000000000000000000000000000000  0:-0.7059 1:-0.9501 2:-0.6848 3:-0.7147 4:-0.7252 5:-1.3439 6:-1.1029 7:-1.1368 8:-0.6747 9:0.6645 10:0.4617 11:-1.0046 12:-1.2518 13:-0.8069 14:-0.7307 15:-1.0633 16:-0.8087 17:-1.0503 18:-0.9217 19:-0.8482 20:-0.8967 21:-0.9032 22:-1.1104 23:-0.6905 24:-0.7299 25:-0.7122 26:-0.7577 27:-1.1317 28:-0.8137 29:-1.1492 30:-0.6732 31:-0.7319 32:-0.9840 33:-1.1602 34:-0.7020 35:-0.7833 36:-0.6858 37:-0.7136 38:-0.7072 39:-0.8681
1111111110100000000000000000000000000000  0:-0.6724 1:-0.6757 2:-0.6706 3:-0.6555 4:-0.7012 5:-0.6354 6:-0.8254 7:-1.0828 8:-0.6690 9:0.4752 10:-0.9449 11:-0.7759 12:-0.6738 13:0.4820 14:0.5247 15:-0.6673 16:-0.6820 17:-0.6846 18:-0.7553 19:-0.7275 20:-1.0760 21:-0.8557 22:-0.8659 23:-0.6924 24:-0.6970 25:-0.7941 26:-0.6040 27:-0.5996 28:-0.7366 29:-1.1502 30:-0.7428 31:-1.1700 32:-1.0917 33:-0.6646 34:-0.6863 35:-0.8513 36:-0.8315 37:-0.6866 38:-0.8891 39:-0.7390
1111111110100010000000000000000000000000  0:-0.5826 1:-0.6266 2:-0.4532 3:-0.3550 4:-0.7281 5:-0.6878 6:-0.6276 7:-0.6043 8:-0.6821 9:0.6405 10:-0.4579 11:-0.6360 13:0.8652 14:-0.7929 15:-0.5307 16:-0.4980 17:0.6570 18:-0.5844 20:-0.5000 21:-0.5183 22:-0.9183 23:-0.4461 24:-0.6110 25:-0.6120 26:-0.5274 27:-0.5756 28:-0.7245 29:-0.5964 30:-0.5060 31:-0.4127 32:-0.4457 33:-0.6313 34:-0.4765 35:-0.5868 36:-0.5913 37:-0.6901 38:-0.8783 39:-0.8568
1111111110100010010000000000000000000000  2:-0.3325 6:-0.5780 7:-0.4153 9:0.6649 10:-0.2905 11:-0.3321 13:0.6761 14:-0.4838 15:-0.3265 16:-0.5000 17:-0.6751 25:-0.3137 26:-0.3253 27:-0.3309 33:-0.5000 34:-0.5000 37:-0.3312 39:-0.3310
1111111110100100000000000000000000000000  0:-0.5771 1:-0.5061 2:-0.7862 3:-0.6345 4:-0.8877 5:-0.6222 6:-0.6462 7:-0.3551 8:-0.6224 9:0.5871 10:-0.4764 11:-0.3372 12:-0.4875 13:-1.2352 14:0.5260 15:-0.5055 16:-0.5849 17:-0.8285 18:-0.4531 19:-0.5228 20:-0.8405 21:-0.3294 23:-0.8915 24:-0.6173 25:-0.5176 26:-0.5750 27:-0.5676 28:-0.6453 29:-0.8775 30:-0.7894 31:-0.3387 32:-0.5901 33:-0.5085 34:-0.5355 35:-0.3112 37:-0.6135 39:-0.6267
1111111110100110000000000000000000000000  0:-0.9961 1:-0.6498 3:-0.7397 4:-0.5414 5:-0.6007 6:-1.1164 7:-0.6190 9:0.6630 10:-0.6429 11:-0.6454 12:-0.3266 13:-0.5980 14:-0.8545 15:-0.5736 16:-0.7350 17:0.6032 18:-0.6350 19:-0.4762 20:-0.3284 21:-0.4647 22:-0.5098 23:-0.5734 24:-0.9110 25:-0.7994 26:-0.4867 27:-0.6672 28:-0.7884 29:-0.4553 30:-0.3364 31:-0.5894 32:-0.5714 33:-0.5244 34:-0.5903 35:-0.6845 36:-0.5940 37:-0.3125 38:-0.7245 39:-0.3339
1111111110100110010000000000000000000000  1:-0.3353 2:-0.3417 3:-0.4798 4:-0.7106 5:-0.5710 6:-0.8643 7:-0.5920 8:-0.6468 9:0.5524 10:-0.5771 11:-0.6194 12:-0.8688 13:-0.6369 14:-0.4933 15:-0.3293 17:-1.1310 18:-0.7856 19:0.7246 20:0.6417 21:-0.5648 22:-0.3227 23:-0.5746 24:-0.5093 25:-0.7082 26:-0.5097 27:-0.3507 28:-0.3319 30:-0.4954 31:-0.5003 32:-0.5380 33:-0.3281 34:-0.5977 35:-0.6152 36:-0.8156 37:-0.7500 38:-0.5011 39:-0.4878
1111111110100110010010000000000000000000  4:-0.3008 9:0.7528 16:-0.5000 20:-0.9106 26:-0.3047 33:-0.2816 36:-0.2888
1111111110100110010100000000000000000000  0:-0.4958 2:-0.3464 3:-0.4663 4:-0.3241 6:-0.3234 7:-0.6579 9:0.4915 10:-0.6250 11:-0.3354 12:-0.3254 14:-0.4953 15:-0.3465 17:-0.3218 18:-0.2969 19:-0.6297 20:0.6468 21:-0.4989 22:0.5799 23:-0.3333 24:-0.5116 26:-0.3333 27:-0.3224 28:-0.5830 30:-0.5000 31:-0.4513 33:-0.7581 34:-0.5000 35:-0.3737 37:-0.3406 38:-0.6182 39:-0.3125
1111111110100110010100100000000000000000  4:-0.2723 5:-0.5000 9:0.7247 10:-0.3518 14:-0.2696 15:-0.3750 17:-0.3125 20:0.5710 21:-0.2945 22:-0.7650 26:-0.5646 35:-0.2996
1111111110100110010110000000000000000000  0:-0.3511 2:-0.3305 6:-0.3537 7:-0.3181 9:0.6816 10:-0.3251 11:-0.3151 13:-0.3384 14:-0.3478 15:-0.5000 17:-0.3499 18:-0.3585 20:-0.7508 22:0.5000 28:-0.5000 36:-0.5000 38:-0.5000 39:-0.3208
1111111110100110010110100000000000000000  9:0.7148 20:-1.0714 21:-0.4904 23:0.5000 28:-0.5823 35:-0.4717
1111111110100110010110110000000000000000  9:0.5000
1111111111000000000000000000000000000000  0:-0.8629 1:-0.8678 2:-0.7112 3:-0.8127 4:-0.6962 5:-1.1372 6:-1.0883 7:-0.7013 8:-0.7182 9:-1.0914 10:0.5921 11:0.6183 12:0.4472 13:-0.6809 14:-1.2294 15:-0.8425 16:-0.7190 17:-1.0880 18:-0.8257 19:-0.9228 20:-1.0721 21:-0.6823 22:-0.6864 23:-0.8659 24:-0.6770 25:-0.6836 26:-0.7657 27:-0.6754 28:-0.6996 29:-0.8113 30:-0.8299 31:-1.1693 32:-0.7717 33:-0.7196 34:-1.0501 35:-0.6901 36:-0.8534 37:-1.1028 38:-0.7117 39:-0.8442
1111111111001000000000000000000000000000  0:-0.7173 1:-0.7676 2:-0.7242 3:-0.7259 4:-0.3321 5:-0.6903 6:-1.0121 7:-0.4839 8:-0.8128 9:-0.5595 10:0.6541 12:-0.9632 13:-0.6486 14:-0.8033 15:-0.9383 16:-0.6851 17:-0.7921 18:-0.6411 19:-0.5129 20:-0.5136 21:-0.7450 22:-0.8717 23:-0.3746 24:-0.5096 26:-0.4980 27:-0.6801 28:-0.5206 29:-0.5188 30:-0.6093 31:-0.7834 32:-0.7038 33:-0.7361 34:-0.3499 35:-0.5761 36:-0.6883 37:-0.6335 38:-0.5945 39:-0.6402
1111111111010000000000000000000000000000  0:-0.8468 1:-1.2483 2:-0.5501 3:-0.5164 4:-0.7148 5:-0.6521 6:-0.7058 7:-0.9782 8:-0.6168 9:-0.4791 10:0.5966 11:-0.7239 12:0.5589 13:-0.3455 14:-0.7614 15:0.6182 16:-0.7268 17:-0.5698 18:-0.5522 19:-1.1038 20:-0.9898 21:-0.8662 22:-0.9307 23:-0.5906 24:-1.0538 25:-0.6510 26:-0.4865 27:-0.8379 28:-0.6250 29:-0.6603 30:-1.0885 31:-0.6753 32:-0.9816 33:-1.0524 34:-1.1802 35:-0.4374 36:-0.5769 37:-0.6030 38:-0.5748 39:-0.9788
1111111111010001000000000000000000000000  0:-0.3199 1:-0.6632 3:-0.7538 4:-0.5210 6:-0.4837 7:-0.6509 9:-0.5773 10:0.6720 11:-0.7120 12:0.5587 13:-0.4710 14:-0.3395 15:-0.7083 16:-0.5731 17:-0.6468 19:-0.4232 20:-0.5965 21:-0.8257 24:-0.3227 25:-0.7066 27:-0.2814 28:-0.5778 29:-0.3422 30:-0.4796 31:-0.3311 32:-0.9069 33:-0.5000 34:-0.3292 35:-0.5621 37:-0.2708 38:-0.3362 39:-0.8902
1111111111011000000000000000000000000000  0:-0.5000 1:-0.3337 3:-0.3116 6:-0.4986 8:-0.5000 10:0.5000 11:-0.3359 12:-1.0774 15:0.6660 16:-0.4644 17:-0.3310 18:-0.3119 19:-0.3383 20:-0.2964 21:-0.5000 23:-0.3438 25:-0.3454 31:-0.3317 32:-0.3355 34:-0.5721 36:-0.2808 38:-0.3173
1111111111011001000000000000000000000000  0:-0.5000 3:-0.3554 4:-0.5000 5:-0.3355 6:-0.3407 7:-0.5000 8:-0.3326 10:0.5918 11:-0.5000 12:-0.8357 13:-0.6434 14:-0.3027 15:-0.6929 16:-0.5000 18:-0.5105 19:-0.6250 21:-0.5155 22:-0.9346 23:-0.4904 24:-0.5000 25:-0.3428 28:-0.3256 29:-0.5000 32:-0.8372 34:-0.7500 35:-0.5000 36:-0.7500 37:-0.5472 39:-0.5000
1111111111100000000000000000000000000000  0:-0.7055 1:-0.6688 2:-0.7395 3:-0.6618 4:-0.6671 5:-0.7095 6:-0.6630 7:-0.9566 8:-1.0416 9:-0.9246 10:-1.2235 11:0.6331 12:0.5507 13:0.5422 14:0.6083 15:-0.9156 16:-0.8398 17:-0.6779 18:-0.7220 19:-0.6522 20:-0.5944 21:-0.7108 22:-1.0244 23:-0.7290 24:-0.6386 25:-0.7847 26:-0.6828 27:-1.1417 28:-1.2219 29:-0.6496 30:-0.8298 31:-0.6689 32:-1.1334 33:-0.7301 34:-0.8206 35:-0.6698 36:-0.7001 37:-0.6779 38:-0.8511 39:-1.0839
1111111111100010000000000000000000000000  0:-0.5451 1:-0.5861 2:-0.6601 3:-0.5980 4:-0.6875 5:-0.5850 6:-0.7877 7:-0.6356 8:-0.6185 9:-0.7559 10:-0.9571 11:0.6493 12:0.5555 13:0.6023 14:-0.7678 15:-0.7105 16:-0.7003 17:0.7112 18:-0.6432 19:-1.0624 20:-0.5054 21:-0.8650 22:-0.5818 23:-0.6373 24:-0.9997 25:-0.7165 26:-0.3211 27:-0.6481 28:-0.5280 29:-0.5035 30:-0.9952 31:-0.4888 32:-0.4553 33:-0.7211 34:-0.5997 35:-0.5717 36:-0.6860 37:-0.6001 38:-0.6604 39:-0.7158
1111111111100010010000000000000000000000  1:-0.5003 2:-0.3331 9:-0.6973 12:0.4906 17:-0.7422 20:0.6273 23:-0.9369 31:-0.3259 37:-0.3369
1111111111100010010010000000000000000000  2:-0.3325 12:0.7288 15:-0.5000 20:-0.6516 38:-0.5548
1111111111100100000000000000000000000000  0:-0.6045 1:-0.5050 2:-0.3089 3:-0.6682 4:-0.4693 5:-0.6588 6:-0.3266 7:-0.5609 8:-0.2817 9:-0.6723 10:-0.6856 11:0.7448 12:0.5077 13:-0.8635 14:0.4812 15:-0.6474 16:-0.6085 17:-0.6270 18:-0.5000 19:-0.4744 20:-0.9011 21:-0.6651 22:-0.5188 23:-0.5719 24:-0.7942 26:-0.7232 27:-0.5678 28:-0.7038 29:-0.8650 30:-0.9307 31:-0.4738 32:-0.5872 33:-0.6153 34:-0.6149 35:-0.6200 36:-0.3288 38:-0.6991 39:-0.6620
1111111111100110000000000000000000000000  0:-0.6935 1:-0.6937 2:-0.9739 3:-0.5024 4:-0.6187 5:-0.6144 6:-1.1731 7:-0.7938 8:-0.8190 9:-0.6567 10:-0.8772 11:0.6049 12:0.6281 13:-0.8133 14:-0.6689 15:-0.6820 16:-0.4848 17:0.6152 18:-0.8273 19:-0.6212 20:-0.6101 21:-0.4864 22:-0.6317 23:-1.0677 24:-0.9959 25:-0.5115 26:-0.9454 27:-0.4541 28:-0.3256 29:-0.9482 30:-0.6541 31:-0.9375 32:-0.3222 33:-0.3328 34:-0.5928 35:-0.9181 36:-0.3086 37:-0.6902 38:-0.6101 39:-0.6555
1111111111100110010000000000000000000000  0:-0.4167 1:-0.4918 2:-0.8108 3:-0.2888 4:-0.6656 5:-0.3438 6:-1.0942 7:-0.5371 9:-0.8136 10:-0.8563 11:0.5811 12:0.5817 13:-0.6015 14:-0.5885 15:-0.5828 16:-0.9373 17:-0.8362 18:-0.5887 19:0.6020 20:0.5000 21:-0.6057 22:-0.6242 23:-0.4881 24:-0.5931 25:-0.3330 26:-0.3438 27:-0.3080 28:-0.6075 29:-0.4944 30:-0.5000 31:-0.5807 32:-0.5902 33:-0.7363 34:-0.6625 35:-0.6681 36:-0.9259 37:-0.4646 38:-0.3134 39:-0.3274
1111111111100110010010000000000000000000  0:-0.5000 3:-0.5000 7:-0.5000 8:-0.5000 9:-0.6013 12:0.7338 19:0.6617 20:-0.5000 29:-0.5000 31:-0.2930 33:-0.5000 37:-0.5000 39:-0.5000
1111111111100110010100000000000000000000  0:-0.5246 1:-0.6423 2:-0.5000 4:-0.3350 5:-0.5000 6:-0.4765 7:-0.3513 9:-0.8773 10:-0.7101 11:0.5276 12:0.6568 13:-0.5856 14:-0.9917 15:-0.4945 16:-0.7491 17:-0.2959 18:-0.5097 19:-1.1909 20:0.7719 21:-0.6277 22:0.5995 23:-0.8146 24:-0.5017 25:-0.6823 26:-0.5000 28:-0.7167 29:-0.3194 30:-0.6261 31:-0.5847 32:-0.7858 33:-0.3459 34:-0.3228 35:-0.4880 36:-0.5845 37:-0.6161 38:-0.3356 39:-0.3361
1111111111100110010100100000000000000000  1:-0.5000 2:-0.3143 3:-0.5002 4:-0.6250 5:-0.6142 6:-0.7929 8:-0.5000 9:-0.6455 11:0.5849 12:0.8004 13:-0.3440 14:-0.2977 15:-0.7248 16:-0.5625 18:-0.4670 20:0.7374 22:-0.7084 24:-0.2780 26:-0.5047 27:-0.3198 29:-0.5407 31:-0.5537 33:-0.4897 34:-1.0181 36:-0.6965 37:-0.6494
1111111111100110010110000000000000000000  0:-0.6250 1:-0.4821 2:-0.8750 3:-0.3058 5:-0.6067 6:-0.3238 8:-0.5000 9:-0.6211 11:0.6000 12:0.5861 13:-0.5000 14:-0.6234 16:-0.6562 17:-0.8192 18:-0.5528 19:-0.5890 20:-0.6350 21:-0.5000 22:0.5856 23:0.8703 24:-0.5000 26:-0.5000 27:-0.3228 28:-0.5908 29:-0.5830 30:-0.5000 31:-0.5000 32:-0.4557 33:-0.5859 34:-0.5671 35:-0.5942 36:-0.2877 37:-0.7791 38:-0.3190 39:-0.7044
1111111111100110010110010000000000000000  2:-0.3750 6:-0.3115 9:-0.5000 11:0.6924 12:0.7213 15:-0.3061 19:-0.2923 22:0.6656 23:-0.6078 30:-0.5000 31:-0.3169 37:-0.3217
1111111111100110010110100000000000000000  2:-0.3409 4:-0.5828 5:-0.3374 8:-0.5000 9:-0.5904 10:-0.6292 11:0.6106 12:0.7344 14:-0.5836 15:-0.5000 17:-0.4960 20:-0.5894 21:-0.3303 22:-0.8367 24:-0.5842 25:0.5000 26:-0.3180 28:-0.5000 31:-0.3274 34:-0.6625 36:-0.5000 38:-0.3241
1111111111100110010110100100000000000000  11:0.3750
1111111111100110010110110000000000000000  11:0.6849 13:-0.3210 15:-0.5000 22:-0.7237 23:-0.5000 25:0.5000 32:-0.5000 38:-0.3101
1111111111100110010110110100000000000000  11:0.5000
1111111111101000000000000000000000000000  0:-0.6893 1:-0.8384 2:-0.9032 3:-0.7944 4:-0.6416 5:-0.7403 6:-0.8422 7:-0.6732 8:-0.7257 9:-1.0517 10:-1.0011 11:0.5944 12:-0.8173 13:0.5310 14:0.6233 15:-0.6581 16:-0.7241 17:-0.8113 18:-0.3289 19:-0.6827 20:-0.6887 21:-0.6481 22:-1.1703 23:-0.6693 24:-0.5938 25:-0.7900 26:-0.7158 27:-0.6873 28:-0.6689 29:-0.8041 30:-0.9226 31:-0.6749 32:-0.6756 33:-0.6551 34:-0.8098 35:-1.0551 36:-0.9441 37:-0.7276 38:-0.6672 39:-0.6912
1111111111101010000000000000000000000000  0:-0.8919 1:-0.6848 2:-0.6796 3:-0.7219 4:-0.6788 5:-0.6981 6:-0.9115 7:-0.7369 8:-0.7797 9:-0.7287 10:-0.5555 11:0.5210 12:-0.7174 13:0.5272 14:-0.6919 15:-0.9796 16:-0.5906 17:0.6509 18:-0.5968 19:-0.6240 20:-0.6343 21:-0.7473 22:-0.6446 23:-0.5832 24:-0.5747 25:-0.7947 26:-0.7352 27:-0.6406 28:-0.5839 29:-0.6417 30:-0.7760 31:-0.3125 32:-0.5994 33:-0.7852 34:-0.8480 35:-0.8034 36:-0.5981 37:-0.6832 38:-0.6477 39:-0.9072
1111111111101010010000000000000000000000  0:-0.7500 1:-0.5722 2:-0.6997 3:-0.5000 4:-0.9869 5:-0.5032 6:-0.8750 7:-1.1151 8:-0.6186 9:-0.6677 10:-0.5000 11:0.7055 12:-0.9203 13:0.5622 14:-0.7785 15:-0.4756 16:-0.6999 17:-1.0124 18:-0.8492 19:0.5456 20:0.5736 21:-0.3858 22:-0.9962 23:-0.6168 24:-0.5646 25:-0.4962 27:-0.3261 28:-0.9487 29:-0.5645 30:-0.6015 31:-0.6038 32:-0.6454 34:-0.6750 35:-0.6755 36:-1.0666 37:-0.8416 38:-0.7951 39:-0.3087
1111111111101010010010000000000000000000  4:-0.3196 7:-0.5000 8:-0.5000 12:-0.6944 15:-0.5839 16:-0.5000 19:0.7197 20:-0.8100 21:-0.2899 22:-0.5828 23:0.5000 24:-0.4306 25:-0.3290 26:-0.5625 28:-0.5000 30:-0.5000 32:-0.5762 35:-0.3109 37:-0.3221 39:-0.6352
1111111111101010010010010000000000000000  19:0.5000
1111111111101010010100000000000000000000  0:-0.5935 3:-0.5000 4:-0.7500 5:-0.5000 6:-0.5000 7:-0.5000 9:-0.7500 11:0.7324 13:0.6548 14:-0.3190 15:-0.5000 17:-0.5000 19:-0.8047 20:0.4258 21:-0.5000 23:-0.5000 24:-0.3047 27:-0.5000 28:-0.7500 29:-0.5000 30:-0.5000 31:-0.3750 32:-0.5257 33:-0.5000 34:-0.5000 36:-0.5000 37:-0.5000 38:-0.5000
1111111111101010010110000000000000000000  0:-0.3204 3:-0.3345 7:-0.3179 9:-0.5000 11:0.5000 13:0.8271 16:-0.3125 18:-0.4406 19:-0.7529 20:-0.2770 21:-0.5000 23:0.5000 25:-0.5479 27:-0.3307 31:-0.3383 34:-0.5839 35:-0.3291 37:-0.3400
1111111111101010010110010000000000000000  0:-0.5000 1:-0.5000 2:-0.6250 3:-0.5000 6:-0.5000 7:-0.5000 8:-0.7500 12:-0.5000 13:0.6739 14:-0.6250 15:-0.5000 16:-0.5000 17:-0.5000 18:-0.5000 20:-0.7500 21:-0.5000 22:0.5000 25:-0.7500 27:-0.7500 28:-0.5000 29:-0.5000 30:-0.5000 31:-0.5000 32:-0.5000 33:-0.5000 36:-0.5000 37:-0.5000 38:-0.5000 39:-0.5000
1111111111101010010110110000000000000000  4:-0.5000 8:-0.5000 13:0.5000 19:-0.5000 29:-0.5000 34:-0.5000 36:-0.5000
1111111111101100000000000000000000000000  0:-0.9968 1:-0.5890 2:-0.5000 3:-0.6952 4:-0.5000 5:-0.5000 6:-0.5775 7:-0.6441 8:-0.7432 9:-0.6417 10:-0.4975 11:0.5917 12:-0.8907 13:-0.9068 14:0.6932 15:-0.6351 16:0.6190 17:-0.6405 18:-0.6182 19:-0.5664 20:-0.6028 21:-0.6906 23:-0.7337 24:-0.6550 25:-0.7249 26:-0.6443 27:-0.6022 28:-0.5696 29:-0.5797 30:-0.5604 31:-0.3415 32:-0.9010 33:-0.5000 34:-0.5828 35:-0.6049 36:-0.6111 37:-0.7536 38:-0.6358 39:-0.5758
1111111111101100100000000000000000000000  0:-0.3476 1:-0.2462 4:-0.3444 7:-0.3251 10:-0.6294 13:-0.3198 14:0.6756 15:-0.4719 16:-0.7817 25:-0.5168 26:-0.2544 27:-0.3524 29:-0.3020 31:-0.3439 33:-0.3325 34:-0.2855 35:-0.3137 36:-0.4700 38:-0.4471 39:-0.3467
